Time,Signal,MaxFrequency
0.125,-0.999999999999998,400.0
0.126,-0.41150422034812906,400.0
0.127,-1.9482154165557581,400.0
0.128,-0.04255479422485875,400.0
0.129,-1.5764369970303882,400.0
0.13,-0.9822872507286731,400.0
0.131,-0.3867416204941281,400.0
0.132,-1.9164381551284138,400.0
0.133,-0.003808028451489087,400.0
0.134,-1.5307757881853499,400.0
0.135,-0.9297764858882218,400.0
0.136,-0.3274559203284797,400.0
0.137,-1.8504617678615243,400.0
0.138,0.06876528986020514,400.0
0.139,-1.451708669485332,400.0
0.14,-0.8443279255019719,400.0
0.14100000000000001,-0.23574734533600028,400.0
0.14200000000000002,-1.7526235011660252,400.0
0.14300000000000002,0.17259421472813918,400.0
0.14400000000000002,-1.342036633028611,400.0
0.145,-0.7289686274214121,400.0
0.146,-0.11486471750634197,400.0
0.147,-1.6263893244161869,400.0
0.148,0.3040005547257041,400.0
0.149,-1.2056448653828076,400.0
0.15,-0.5877852522924596,400.0
0.151,0.030909635804307944,400.0
0.152,-1.4762311462564544,400.0
0.153,0.45832917474686163,400.0
0.154,-1.0473651129139725,400.0
0.155,-0.42577929156504557,400.0
0.156,0.19641158545528298,400.0
0.157,-1.3074683950084045,400.0
0.158,0.6301129064879477,400.0
0.159,-0.8728045147624712,400.0
0.16,-0.24868988716487017,400.0
0.161,0.37577814237041945,400.0
0.162,-1.1260795752704256,400.0
0.163,0.8132662256105242,400.0
0.164,-0.6881469671437213,400.0
0.165,-0.06279051952931522,400.0
0.166,0.5626551568491263,400.0
0.167,-0.938490476411793,400.0
0.168,1.001300834474936,400.0
0.169,-0.4999340557417735,400.0
0.17,0.12533323356431594,400.0
0.171,0.750422417487336,400.0
0.17200000000000001,-0.7513465357807336,400.0
0.17300000000000001,1.187555513318895,400.0
0.17400000000000002,-0.31483331677520277,400.0
0.17500000000000002,0.3090169943749735,400.0
0.176,0.9324281754670034,400.0
0.177,-0.571277420773354,400.0
0.178,1.3654320972884233,400.0
0.179,-0.13940203620241592,400.0
0.18,0.4817536741016972,400.0
0.181,1.1022247860739824,400.0
0.182,-0.40466216956088186,400.0
0.183,1.528629219717411,400.0
0.184,0.02014504540214679,400.0
0.185,0.6374239897486853,400.0
0.186,1.2537971197267164,400.0
0.187,-0.25740321048234116,400.0
0.188,1.6713655411830544,400.0
0.189,0.1581558931317123,400.0
0.19,0.770513242775799,400.0
0.191,1.381775650940289,400.0
0.192,-0.13471726557795805,400.0
0.193,1.7885845563372937,400.0
0.194,0.2697414039011714,400.0
0.195,0.8763066800438871,400.0
0.196,1.4816266764437067,400.0
0.197,-0.040950545610142,400.0
0.198,1.8761337231296142,400.0
0.199,0.3509486053613824,400.0
0.2,0.9510565162951908,400.0
0.201,1.5498129238785174,400.0
0.202,0.020575216619523107,400.0
0.203,1.9309115686794076,400.0
0.20400000000000001,0.39890069191536515,400.0
0.20500000000000002,0.9921147013145288,400.0
0.20600000000000002,1.583918861435593,400.0
0.20700000000000002,0.04768044031088836,400.0
0.20800000000000002,1.9509775604989985,400.0
0.209,0.411898936990832,400.0
0.21,0.9980267284282794,400.0
0.211,1.5827362692737554,400.0
0.212,0.03940490940150887,400.0
0.213,1.9356208508243395,400.0
0.214,0.38948287127576053,400.0
0.215,0.9685831611285958,400.0
0.216,1.5463070413098663,400.0
0.217,-0.003958211300411074,400.0
0.218,1.8853854587517678,400.0
0.219,0.33244659507338026,400.0
0.22,0.9048270524660553,400.0
0.221,1.4759217011059778,400.0
0.222,-0.08087276162560819,400.0
0.223,1.8020509980898347,400.0
0.224,0.24281064690335707,400.0
0.225,0.8090169943749397,400.0
0.226,1.3740736844290875,400.0
0.227,-0.18861400528369965,400.0
0.228,1.6885696336533382,400.0
0.229,0.12375042491677346,400.0
0.23,0.6845471059287511,400.0
0.231,1.2443710080453676,400.0
0.232,-0.3233651550044595,400.0
0.233,1.5489614993526692,400.0
0.234,-0.02051630316572095,400.0
0.23500000000000001,0.5358267949790153,400.0
0.23600000000000002,1.091408453928206,400.0
0.23700000000000002,-0.48035258412980614,400.0
0.23800000000000002,1.3881722829461047,400.0
0.23900000000000002,-0.1848788165788725,400.0
0.24,0.36812455268465444,400.0
0.241,0.9206047968154678,400.0
0.242,-0.6540149347181161,400.0
0.243,1.2118980225850562,400.0
0.244,-0.3635144913431181,400.0
0.245,0.18738131458577273,400.0
0.246,0.7380108414132726,400.0
0.247,-0.8382001314216833,400.0
0.248,1.0263833218230798,400.0
0.249,-0.5500950696225306,400.0
0.25,4.29616748720115e-15,400.0
0.251,0.5500950696225249,400.0
0.252,-1.0263833218230767,400.0
0.253,0.8382001314216865,400.0
0.254,-0.7380108414132782,400.0
0.255,-0.18738131458576415,400.0
0.256,0.36351449134311253,400.0
0.257,-1.211898022585053,400.0
0.258,0.6540149347181192,400.0
0.259,-0.9206047968154736,400.0
0.26,-0.3681245526846459,400.0
0.261,0.1848788165787732,400.0
0.262,-1.3881722829460679,400.0
0.263,0.48035258412984444,400.0
0.264,-1.0914084539283055,400.0
0.265,-0.5358267949790083,400.0
0.266,0.02051630316571529,400.0
0.267,-1.548961499352668,400.0
0.268,0.3233651550044626,400.0
0.269,-1.2443710080454653,400.0
0.27,-0.6845471059286303,400.0
0.271,-0.12375042491687138,400.0
0.272,-1.6885696336533003,400.0
0.273,0.1886140052837365,400.0
0.274,-1.3740736844290935,400.0
0.275,-0.8090169943749316,400.0
0.276,-0.24281064690336407,400.0
0.277,-1.802050998089832,400.0
0.278,0.08087276162564605,400.0
0.279,-1.4759217011060763,400.0
0.28,-0.9048270524659334,400.0
0.281,-0.33244659507347896,400.0
0.28200000000000003,-1.8853854587517307,400.0
0.28300000000000003,0.003958211300448933,400.0
0.28400000000000003,-1.546307041309873,400.0
0.28500000000000003,-0.9685831611285882,400.0
0.28600000000000003,-0.38948287127576675,400.0
0.28700000000000003,-1.9356208508243373,400.0
0.28800000000000003,-0.039404909401471455,400.0
0.289,-1.5827362692737617,400.0
0.29,-0.9980267284282714,400.0
0.291,-0.4118989369907463,400.0
0.292,-1.950977560498996,400.0
0.293,-0.04768044031088603,400.0
0.294,-1.5839188614355995,400.0
0.295,-0.9921147013145211,400.0
0.296,-0.3989006919153718,400.0
0.297,-1.9309115686794052,400.0
0.298,-0.020575216619520886,400.0
0.299,-1.5498129238785703,400.0
0.3,-0.9510565162951263,400.0
0.301,-0.350948605361343,400.0
0.302,-1.8761337231296302,400.0
0.303,0.04095054561014411,400.0
0.304,-1.4816266764437134,400.0
0.305,-0.87630668004388,400.0
0.306,-0.26974140390117807,400.0
0.307,-1.788584556337292,400.0
0.308,0.13471726557797703,400.0
0.309,-1.3817756509403416,400.0
0.31,-0.770513242775735,400.0
0.311,-0.15815589313167366,400.0
0.312,-1.6713655411830701,400.0
0.313,0.25740321048234305,400.0
0.314,-1.2537971197267224,400.0
0.315,-0.637423989748678,400.0
0.316,-0.020145045402153783,400.0
0.317,-1.5286292197174083,400.0
0.318,0.4046621695609012,400.0
0.319,-1.1022247860740353,400.0
0.32,-0.48175367410174613,400.0
0.321,0.1394020362024549,400.0
0.322,-1.3654320972884393,400.0
0.323,0.5712774207733564,400.0
0.324,-0.9324281754670104,400.0
0.325,-0.3090169943749087,400.0
0.326,0.3148333167751054,400.0
0.327,-1.1875555133188573,400.0
0.328,0.7513465357807714,400.0
0.329,-0.7504224174874333,400.0
0.33,-0.12533323356430792,400.0
0.331,0.4999340557417214,400.0
0.332,-1.0013008344749148,400.0
0.333,0.938490476411813,400.0
0.334,-0.5626551568491784,400.0
0.335,0.06279051952938096,400.0
0.336,0.688146967143623,400.0
0.337,-0.8132662256104863,400.0
0.338,1.1260795752704644,400.0
0.339,-0.3757781423704257,400.0
0.34,0.2486898871648782,400.0
0.341,0.8728045147624199,400.0
0.342,-0.6301129064879276,400.0
0.343,1.3074683950084247,400.0
0.34400000000000003,-0.19641158545533438,400.0
0.34500000000000003,0.42577929156516725,400.0
0.34600000000000003,1.0473651129138735,400.0
0.34700000000000003,-0.45832917474682316,400.0
0.34800000000000003,1.476231146256492,400.0
0.34900000000000003,-0.030909635804314828,400.0
0.35000000000000003,0.5877852522925251,400.0
0.35100000000000003,1.2056448653827554,400.0
0.352,-0.3040005547257211,400.0
0.353,1.6263893244161713,400.0
0.354,0.11486471750638039,400.0
0.355,0.7289686274214183,400.0
0.356,1.3420366330286508,400.0
0.357,-0.17259421472815473,400.0
0.358,1.7526235011660096,400.0
0.359,0.23574734533599406,400.0
0.36,0.8443279255019793,400.0
0.361,1.451708669485325,400.0
0.362,-0.06876528986020258,400.0
0.363,1.8504617678615265,400.0
0.364,0.32745592032842674,400.0
0.365,0.9297764858882867,400.0
0.366,1.5307757881853892,400.0
0.367,0.003808028451473544,400.0
0.368,1.9164381551284162,400.0
0.369,0.38674162049412164,400.0
0.37,0.9822872507286806,400.0
0.371,1.576436997030382,400.0
0.372,0.04255479422486097,400.0
0.373,1.9482154165557781,400.0
0.374,0.41150422034807677,400.0
0.375,0.999999999999949,400.0
0.376,1.587074724933092,400.0
0.377,0.0461023839654533,400.0
0.378,1.9446678268151594,400.0
0.379,0.4008664924454366,400.0
0.38,0.9822872507287083,400.0
0.381,1.562312125079023,400.0
0.382,0.014325122538135338,400.0
0.383,1.9059210610418158,400.0
0.384,0.35520528360033,400.0
0.385,0.9297764858882283,400.0
0.386,1.503026424913398,400.0
0.387,-0.0516512647287809,400.0
0.388,1.8333477427301133,400.0
0.389,0.2761381649003354,400.0
0.39,0.8443279255020623,400.0
0.391,1.4113178499208514,400.0
0.392,-0.14948953142425403,400.0
0.393,1.7295188178622047,400.0
0.394,0.16646612844354747,400.0
0.395,0.728968627421415,400.0
0.396,1.2904352220913078,400.0
0.397,-0.27572370817411873,400.0
0.398,1.5981124778646119,400.0
0.399,0.03007436079781234,400.0
0.4,0.5877852522925481,400.0
0.401,1.1446608687805888,400.0
0.402,-0.4258818863338262,400.0
0.403,1.4437838578434818,400.0
0.404,-0.12820539167099987,400.0
0.405,0.4257792915651039,400.0
0.406,0.9791589191296375,400.0
0.40700000000000003,-0.594644637581885,400.0
0.40800000000000003,1.2720001261023857,400.0
0.40900000000000003,-0.3027659898224774,400.0
0.41000000000000003,0.24868988716495594,400.0
0.41100000000000003,0.7997923622145257,400.0
0.41200000000000003,-0.7760334573198387,400.0
0.41300000000000003,1.0888468069798003,400.0
0.41400000000000003,-0.48742353744138667,400.0
0.41500000000000004,0.06279051952937068,400.0
0.41600000000000004,0.6129153477356587,400.0
0.417,-0.9636225561785482,400.0
0.418,0.9008121981153822,400.0
0.419,-0.6756364488431248,400.0
0.42,-0.12533323356428724,400.0
0.421,0.4251480870976593,400.0
0.422,-1.1507664968095463,400.0
0.423,0.7145575192714129,400.0
0.424,-0.8607371878098551,400.0
0.425,-0.30901699437497254,400.0
0.426,0.24314232911805989,400.0
0.427,-1.3308356118169544,400.0
0.428,0.5366809353018409,400.0
0.429,-1.0361684683825279,400.0
0.43,-0.4817536741017859,400.0
0.431,0.07334571851092231,400.0
0.432,-1.4974508630294348,400.0
0.433,0.3734838128729122,400.0
0.434,-1.1957155499870653,400.0
0.435,-0.6374239897485753,400.0
0.436,-0.07822661514179008,400.0
0.437,-1.6447098221079832,400.0
0.438,0.23074749140726036,400.0
0.439,-1.3337263977166092,400.0
0.44,-0.7705132427757173,400.0
0.441,-0.20620514635533826,400.0
0.442,-1.767395767012307,400.0
0.443,0.11352847625301266,400.0
0.444,-1.4453119084862278,400.0
0.445,-0.8763066800438364,400.0
0.446,-0.30605617185873146,400.0
0.447,-1.8611624869801315,400.0
0.448,0.02597930946068172,400.0
0.449,-1.5265191099464144,400.0
0.45,-0.9510565162951691,400.0
0.451,-0.3742424192937036,400.0
0.452,-1.9226882492098232,400.0
0.453,-0.02879853608904981,400.0
0.454,-1.5744711965003741,400.0
0.455,-0.9921147013145365,400.0
0.456,-0.4083483568507551,400.0
0.457,-1.9497934729011805,400.0
0.458,-0.048864527908632494,400.0
0.459,-1.587469441575771,400.0
0.46,-0.9980267284281461,400.0
0.461,-0.40716576468884813,400.0
0.462,-1.9415179419917574,400.0
0.463,-0.033507818234034925,400.0
0.464,-1.5650533758606302,400.0
0.465,-0.9685831611285488,400.0
0.466,-0.3707365367248886,400.0
0.467,-1.8981548212898642,400.0
0.468,0.01672757383854484,400.0
0.46900000000000003,-1.5080170996584554,400.0
0.47000000000000003,-0.9048270524659794,400.0
0.47100000000000003,-0.30035119652120656,400.0
0.47200000000000003,-1.8212402709646578,400.0
0.47300000000000003,0.1000620345005232,400.0
0.47400000000000003,-1.4183811514883633,400.0
0.47500000000000003,-0.8090169943749507,400.0
0.47600000000000003,-0.1985031798442446,400.0
0.47700000000000004,-1.713499027306594,400.0
0.47800000000000004,0.21354339893702745,400.0
0.47900000000000004,-1.2993209295017993,400.0
0.48,-0.6845471059287357,400.0
0.481,-0.06880050346036648,400.0
0.482,-1.5787478775858608,400.0
0.483,0.3531515332375982,400.0
0.484,-1.1550542014192393,400.0
0.485,-0.5358267949790877,400.0
0.486,0.08416205065668203,400.0
0.487,-1.4217604484605073,400.0
0.488,0.5139407496442401,400.0
0.489,-0.9906916880061083,400.0
0.49,-0.3681245526845859,400.0
0.491,0.25496570776949007,400.0
0.492,-1.2480980978722207,400.0
0.493,0.6902150100052618,400.0
0.494,-0.812056013241793,400.0
0.495,-0.1873813145856733,400.0
0.496,0.43755966317175343,400.0
0.497,-1.0639129011686115,400.0
0.498,0.875729710767215,400.0
0.499,-0.6254754349624966,400.0
0.5,7.122758815425475e-15,400.0
0.501,0.6254754349624823,400.0
0.502,-0.8757297107672116,400.0
0.503,1.063912901168615,400.0
0.504,-0.43755966317176753,400.0
0.505,0.18738131458568758,400.0
0.506,0.8120560132417789,400.0
0.507,-0.6902150100052582,400.0
0.508,1.248098097872224,400.0
0.509,-0.2549657077695041,400.0
0.51,0.3681245526846002,400.0
0.511,0.9906916880060943,400.0
0.512,-0.5139407496442365,400.0
0.513,1.4217604484605109,400.0
0.514,-0.08416205065669591,400.0
0.515,0.5358267949791022,400.0
0.516,1.155054201419225,400.0
0.517,-0.3531515332375945,400.0
0.518,1.5787478775858643,400.0
0.519,0.0688005034603526,400.0
0.52,0.6845471059287503,400.0
0.521,1.299320929501788,400.0
0.522,-0.21354339893695096,400.0
0.523,1.713499027306598,400.0
0.524,0.1985031798440493,400.0
0.525,0.8090169943749677,400.0
0.526,1.4183811514881657,400.0
0.527,-0.10006203450044704,400.0
0.528,1.8212402709647342,400.0
0.529,0.3003511965210093,400.0
0.53,0.9048270524659959,400.0
0.531,1.5080170996582596,400.0
0.532,-0.01672757383854051,400.0
0.533,1.8981548212899386,400.0
0.534,0.3707365367248765,400.0
0.535,0.9685831611287916,400.0
0.536,1.565053375860617,400.0
0.537,0.03350781823411042,400.0
0.538,1.9415179419918323,400.0
0.539,0.40716576468883525,400.0
0.54,0.9980267284283892,400.0
0.541,1.5874694415757584,400.0
0.542,0.048864527908707656,400.0
0.543,1.9497934729011854,400.0
0.544,0.4083483568505586,400.0
0.545,0.9921147013145523,400.0
0.546,1.5744711965001774,400.0
0.547,0.028798536089125304,400.0
0.548,1.9226882492098283,400.0
0.549,0.37424241929350643,400.0
0.55,0.9510565162951853,400.0
0.551,1.5265191099462183,400.0
0.552,-0.025979309460677724,400.0
0.553,1.8611624869802075,400.0
0.554,0.30605617185871936,400.0
0.555,0.8763066800440784,400.0
0.556,1.445311908486032,400.0
0.557,-0.11352847625293683,400.0
0.558,1.7673957670123812,400.0
0.559,0.20620514635532639,400.0
0.56,0.7705132427759613,400.0
0.561,1.333726397716595,400.0
0.562,-0.23074749140718676,400.0
0.5630000000000001,1.6447098221079894,400.0
0.5640000000000001,0.0782266151415919,400.0
0.5650000000000001,0.6374239897488166,400.0
0.5660000000000001,1.19571554998687,400.0
0.5670000000000001,-0.37348381287283894,400.0
0.5680000000000001,1.4974508630294379,400.0
0.5690000000000001,-0.07334571851111771,400.0
0.5700000000000001,0.48175367410179976,400.0
0.5710000000000001,1.0361684683823293,400.0
0.5720000000000001,-0.5366809353018349,400.0
0.5730000000000001,1.3308356118170277,400.0
0.5740000000000001,-0.2431423291180746,400.0
0.5750000000000001,0.30901699437521707,400.0
0.5760000000000001,0.8607371878096579,400.0
0.577,-0.7145575192714735,400.0
0.578,1.1507664968095543,400.0
0.579,-0.42514808709748486,400.0
0.58,0.12533323356430795,400.0
0.581,0.6756364488432993,400.0
0.582,-0.9008121981154443,400.0
0.583,0.9636225561784878,400.0
0.584,-0.61291534773567,400.0
0.585,-0.06279051952935527,400.0
0.586,0.48742353744137723,400.0
0.587,-1.0888468069797939,400.0
0.588,0.7760334573198433,400.0
0.589,-0.7997923622145351,400.0
0.59,-0.2486898871649388,400.0
0.591,0.3027659898224644,400.0
0.592,-1.2720001261023777,400.0
0.593,0.5946446375818563,400.0
0.594,-0.9791589191296506,400.0
0.595,-0.42577929156519895,400.0
0.596,0.12820539167098843,400.0
0.597,-1.4437838578434756,400.0
0.598,0.4258818863338689,400.0
0.599,-1.1446608687806004,400.0
0.6,-0.5877852522924175,400.0
0.601,-0.030074360797822552,400.0
0.602,-1.598112477864641,400.0
0.603,0.2757237081741247,400.0
0.604,-1.2904352220912263,400.0
0.605,-0.7289686274213985,400.0
0.606,-0.16646612844355912,400.0
0.607,-1.7295188178621625,400.0
0.608,0.1494895314242598,400.0
0.609,-1.4113178499209553,400.0
0.61,-0.8443279255020447,400.0
0.611,-0.27613816490025533,400.0
0.612,-1.8333477427301075,400.0
0.613,0.051651264728752144,400.0
0.614,-1.5030264249134104,400.0
0.615,-0.9297764858883257,400.0
0.616,-0.3552052836004336,400.0
0.617,-1.9059210610418105,400.0
0.618,-0.014325122538095036,400.0
0.619,-1.562312125079035,400.0
0.62,-0.9822872507285786,400.0
0.621,-0.40086649244544903,400.0
0.622,-1.9446678268151891,400.0
0.623,-0.04610238396544841,400.0
0.624,-1.5870747249330128,400.0
0.625,-0.9999999999999334,400.0
0.626,-0.41150422034808953,400.0
0.627,-1.9482154165557382,400.0
0.628,-0.042554794224856196,400.0
0.629,-1.5764369970304868,400.0
0.63,-0.9822872507286652,400.0
0.631,-0.38674162049404226,400.0
0.632,-1.9164381551284118,400.0
0.633,-0.0038080284515041862,400.0
0.634,-1.530775788185402,400.0
0.635,-0.9297764858882714,400.0
0.636,-0.3274559203285321,400.0
0.637,-1.8504617678615214,400.0
0.638,0.06876528986024188,400.0
0.639,-1.4517086694853383,400.0
0.64,-0.8443279255020771,400.0
0.641,-0.2357473453360076,400.0
0.642,-1.7526235011660407,400.0
0.643,0.17259421472815972,400.0
0.644,-1.3420366330285725,400.0
0.645,-0.7289686274212899,400.0
0.646,-0.11486471750639282,400.0
0.647,-1.6263893244161323,400.0
0.648,0.30400055472572485,400.0
0.649,-1.2056448653827663,400.0
0.65,-0.5877852522923955,400.0
0.651,0.030909635804302393,400.0
0.652,-1.4762311462564153,400.0
0.653,0.4583291747468634,400.0
0.654,-1.0473651129140698,400.0
0.655,-0.42577929156503597,400.0
0.656,0.19641158545513793,400.0
0.657,-1.3074683950083843,400.0
0.658,0.6301129064880047,400.0
0.659,-0.8728045147625243,400.0
0.66,-0.24868988716486218,400.0
0.661,0.3757781423703231,400.0
0.662,-1.126079575270424,400.0
0.663,0.8132662256105618,400.0
0.664,-0.6881469671437256,400.0
0.665,-0.06279051952913757,400.0
0.666,0.5626551568490741,400.0
0.667,-0.938490476411736,400.0
0.668,1.001300834474955,400.0
0.669,-0.4999340557417338,400.0
0.67,0.1253332335644394,400.0
0.671,0.750422417487329,400.0
0.672,-0.751346535780696,400.0
0.673,1.1875555133188993,400.0
0.674,-0.31483331677530185,400.0
0.675,0.3090169943750384,400.0
0.676,0.9324281754668157,400.0
0.677,-0.5712774207733162,400.0
0.678,1.3654320972884444,400.0
0.679,-0.1394020362025576,400.0
0.68,0.4817536741017621,400.0
0.681,1.102224786073839,400.0
0.682,-0.40466216956085943,400.0
0.683,1.5286292197174838,400.0
0.684,0.02014504540204931,400.0
0.685,0.6374239897489228,400.0
0.686,1.253797119726618,400.0
0.687,-0.25740321048226766,400.0
0.6880000000000001,1.6713655411831114,400.0
0.6890000000000001,0.15815589313166012,400.0
0.6900000000000001,0.7705132427759781,400.0
0.6910000000000001,1.3817756509402381,400.0
0.6920000000000001,-0.13471726557790276,400.0
0.6930000000000001,1.788584556337332,400.0
0.6940000000000001,0.26974140390098245,400.0
0.6950000000000001,0.8763066800440087,400.0
0.6960000000000001,1.4816266764435166,400.0
0.6970000000000001,-0.04095054561010336,400.0
0.6980000000000001,1.8761337231296344,400.0
0.6990000000000001,0.3509486053612384,400.0
0.7000000000000001,0.9510565162952562,400.0
0.7010000000000001,1.549812923878373,400.0
0.7020000000000001,0.020575216619560965,400.0
0.7030000000000001,1.9309115686794807,400.0
0.704,0.3989006919154502,400.0
0.705,0.992114701314309,400.0
0.706,1.5839188614356785,400.0
0.707,0.047680440310820416,400.0
0.708,1.9509775604989659,400.0
0.709,0.4118989369909176,400.0
0.71,0.9980267284282874,400.0
0.711,1.5827362692738414,400.0
0.712,0.039404909401441035,400.0
0.713,1.9356208508243422,400.0
0.714,0.38948287127584624,400.0
0.715,0.9685831611286039,400.0
0.716,1.5463070413099524,400.0
0.717,-0.00395821130040841,400.0
0.718,1.8853854587517351,400.0
0.719,0.33244659507337493,400.0
0.72,0.9048270524659497,400.0
0.721,1.4759217011059715,400.0
0.722,-0.0808727616256395,400.0
0.723,1.8020509980898023,400.0
0.724,0.2428106469033512,400.0
0.725,0.8090169943748354,400.0
0.726,1.3740736844290815,400.0
0.727,-0.18861400528373184,400.0
0.728,1.6885696336533424,400.0
0.729,0.12375042491685961,400.0
0.73,0.6845471059287596,400.0
0.731,1.244371008045455,400.0
0.732,-0.3233651550044916,400.0
0.733,1.5489614993526724,400.0
0.734,-0.020516303165633354,400.0
0.735,0.5358267949790253,400.0
0.736,1.0914084539282924,400.0
0.737,-0.4803525841298015,400.0
0.738,1.388172282946074,400.0
0.739,-0.18487881657887817,400.0
0.74,0.36812455268466465,400.0
0.741,0.9206047968155543,400.0
0.742,-0.6540149347181147,400.0
0.743,1.211898022585026,400.0
0.744,-0.36351449134312375,400.0
0.745,0.18738131458566587,400.0
0.746,0.7380108414131767,400.0
0.747,-0.8382001314216802,400.0
0.748,1.0263833218231162,400.0
0.749,-0.5500950696225344,400.0
0.75,-1.0079833526001258e-13,400.0
0.751,0.5500950696225175,400.0
0.752,-1.0263833218231069,400.0
0.753,0.8382001314216896,400.0
0.754,-0.7380108414131936,400.0
0.755,-0.18738131458564014,400.0
0.756,0.36351449134310676,400.0
0.757,-1.2118980225850167,400.0
0.758,0.6540149347181241,400.0
0.759,-0.9206047968155712,400.0
0.76,-0.368124552684639,400.0
0.761,0.18487881657886118,400.0
0.762,-1.388172282946065,400.0
0.763,0.48035258412981074,400.0
0.764,-1.0914084539283095,400.0
0.765,-0.5358267949789999,400.0
0.766,0.020516303165616034,400.0
0.767,-1.5489614993526635,400.0
0.768,0.3233651550045007,400.0
0.769,-1.2443710080454724,400.0
0.77,-0.6845471059287342,400.0
0.771,-0.12375042491687716,400.0
0.772,-1.6885696336533336,400.0
0.773,0.18861400528374062,400.0
